name,stars,createdAt,pushedAt,primaryLanguage,totalReleases,acceptedPullRequests,totalIssues,closedIssues
FortAwesome/Font-Awesome,75586,2012-02-17T14:19:43Z,2025-08-21T19:46:59Z,JavaScript,60,212,19752,16000
fighting41love/funNLP,75583,2018-08-21T11:20:39Z,2024-05-10T07:38:24Z,Python,0,14,81,47
ByteByteGoHq/system-design-101,75443,2023-09-18T20:52:03Z,2025-04-04T17:30:30Z,N/A,0,23,54,17
syncthing/syncthing,75399,2013-11-26T09:48:21Z,2025-08-21T20:09:32Z,Go,439,2755,5698,5368
anuraghazra/github-readme-stats,75169,2020-07-09T10:34:22Z,2025-08-21T18:22:36Z,JavaScript,0,1303,1304,1108
vitejs/vite,74840,2020-04-21T05:03:57Z,2025-08-21T11:53:23Z,TypeScript,598,5586,8082,7618
typicode/json-server,74811,2013-11-27T13:21:13Z,2025-03-31T11:11:50Z,JavaScript,38,121,1169,549
unionlabs/union,74413,2023-05-16T22:33:39Z,2025-08-21T20:02:44Z,Rust,95,2758,1822,1590
ruanyf/weekly,74111,2018-10-13T12:36:07Z,2025-08-22T00:22:25Z,N/A,0,101,7104,1080
immich-app/immich,73908,2022-02-03T15:56:27Z,2025-08-22T01:02:21Z,TypeScript,260,7151,6280,5705
elastic/elasticsearch,73589,2010-02-08T13:20:56Z,2025-08-21T23:26:30Z,Java,202,80542,40625,36297
hoppscotch/hoppscotch,73586,2019-08-21T13:15:24Z,2025-08-21T13:56:25Z,TypeScript,83,1869,2044,1555
louislam/uptime-kuma,73562,2021-07-03T01:02:42Z,2025-08-09T17:31:44Z,JavaScript,111,1317,4166,3454
coder/code-server,73506,2019-02-27T16:50:41Z,2025-08-16T01:59:28Z,TypeScript,200,1576,3704,3569
vuejs/awesome-vue,73192,2015-10-20T00:16:14Z,2025-07-07T06:55:09Z,N/A,0,3574,228,190
junegunn/fzf,73083,2013-10-23T16:04:23Z,2025-08-21T13:56:11Z,Go,70,595,3016,2780
sdmg15/Best-websites-a-programmer-should-visit,72859,2017-03-05T20:25:17Z,2025-07-01T08:13:14Z,N/A,0,431,174,103
hacksider/Deep-Live-Cam,72635,2023-09-24T13:19:31Z,2025-08-11T13:37:45Z,Python,8,85,986,919
nestjs/nest,72337,2017-02-04T20:12:52Z,2025-08-21T15:45:28Z,TypeScript,131,7407,5673,5644
microsoft/markitdown,72128,2024-11-13T19:56:40Z,2025-08-11T21:41:01Z,Python,14,147,323,69
d2l-ai/d2l-zh,71831,2017-08-23T04:40:24Z,2024-07-30T09:32:19Z,Python,16,1019,0,0
CompVis/stable-diffusion,71356,2022-08-10T14:36:44Z,2024-06-18T01:53:49Z,Jupyter Notebook,0,5,727,195
clash-verge-rev/clash-verge-rev,71144,2023-11-21T18:24:03Z,2025-08-21T20:18:37Z,TypeScript,50,320,3781,3672
google-gemini/gemini-cli,71028,2025-04-17T17:04:31Z,2025-08-22T01:01:58Z,TypeScript,47,1911,3557,2033
abi/screenshot-to-code,70770,2023-11-14T17:53:32Z,2025-07-27T20:51:24Z,Python,0,49,382,278
thedaviddias/Front-End-Checklist,70743,2017-10-16T10:12:36Z,2025-02-14T00:53:27Z,N/A,1,179,148,147
redis/redis,70554,2009-03-21T22:32:25Z,2025-08-21T14:31:28Z,C,96,4162,6780,4628
moby/moby,70508,2013-01-18T18:10:57Z,2025-08-21T19:26:36Z,Go,237,21482,23125,19928
pallets/flask,70200,2010-04-06T11:11:59Z,2025-08-19T21:10:21Z,Python,37,1613,2692,2691
ventoy/Ventoy,70030,2020-03-10T15:19:19Z,2025-08-18T16:13:54Z,C,105,280,2531,1671
Developer-Y/cs-video-courses,69613,2016-10-21T17:02:11Z,2025-08-12T11:43:03Z,N/A,0,234,0,0
grafana/grafana,69563,2013-12-11T15:59:56Z,2025-08-22T00:51:38Z,TypeScript,550,56759,40960,37479
enaqx/awesome-react,69505,2014-08-06T05:31:44Z,2024-12-06T20:56:37Z,N/A,0,780,113,109
hakimel/reveal.js,69448,2011-06-07T18:54:22Z,2025-08-05T08:24:50Z,JavaScript,49,409,2463,1690
josephmisiti/awesome-machine-learning,69403,2014-07-15T19:11:19Z,2025-08-13T18:34:54Z,Python,0,872,93,93
swisskyrepo/PayloadsAllTheThings,69349,2016-10-18T07:29:07Z,2025-08-14T09:11:08Z,Python,5,548,0,0
strapi/strapi,69227,2015-09-30T15:34:48Z,2025-08-21T15:39:20Z,TypeScript,478,9123,11182,10199
binary-husky/gpt_academic,69146,2023-03-20T09:05:13Z,2025-07-31T14:22:25Z,Python,32,223,1741,1478
tesseract-ocr/tesseract,68987,2014-08-12T18:04:59Z,2025-08-15T21:00:54Z,C++,34,1411,2726,2303
swiftlang/swift,68972,2015-10-23T21:15:07Z,2025-08-21T22:25:46Z,C++,60,55442,16780,9428
protocolbuffers/protobuf,68858,2014-08-26T15:52:15Z,2025-08-22T00:21:17Z,C++,195,7782,6640,6406
python/cpython,68469,2017-02-10T19:23:51Z,2025-08-21T22:12:17Z,Python,0,52796,73355,66120
base/node,68446,2023-02-01T13:55:02Z,2025-08-14T13:15:56Z,Go,54,186,241,190
browser-use/browser-use,68357,2024-10-31T16:00:56Z,2025-08-22T00:41:06Z,Python,74,986,1059,551
sherlock-project/sherlock,68144,2018-12-24T14:30:48Z,2025-05-06T09:55:10Z,Python,1,642,1074,970
ocornut/imgui,67715,2014-07-21T14:29:47Z,2025-08-20T18:22:40Z,C++,114,405,6535,5524
apache/superset,67684,2015-07-21T18:55:34Z,2025-08-22T00:31:52Z,TypeScript,232,14838,11631,11168
expressjs/express,67563,2009-06-26T18:56:01Z,2025-08-21T15:05:33Z,JavaScript,160,460,3990,3885
openai/openai-cookbook,67323,2022-03-11T02:08:53Z,2025-08-21T14:52:16Z,Jupyter Notebook,0,863,599,557
Alvin9999/new-pac,67249,2016-03-23T08:43:36Z,2025-08-22T01:02:12Z,Python,0,0,1772,1333
punkpeye/awesome-mcp-servers,66869,2024-11-30T04:49:10Z,2025-08-18T04:08:50Z,N/A,0,920,102,74
rasbt/LLMs-from-scratch,66829,2023-07-23T18:15:57Z,2025-08-20T02:08:30Z,Jupyter Notebook,0,388,176,172
PKUFlyingPig/cs-self-learning,66613,2021-10-20T13:43:42Z,2025-08-19T14:18:37Z,HTML,5,297,210,104
chartjs/Chart.js,66407,2013-03-17T23:56:36Z,2025-08-18T04:22:01Z,JavaScript,116,3002,7265,6804
obsproject/obs-studio,66316,2013-10-01T02:40:31Z,2025-08-22T00:44:40Z,C,223,5225,4605,3932
localsend/localsend,66299,2022-12-16T00:46:07Z,2025-08-21T00:36:58Z,Dart,24,667,1432,645
caddyserver/caddy,66295,2015-01-13T19:45:03Z,2025-08-21T22:03:38Z,Go,128,2123,4323,4146
ansible/ansible,65996,2012-03-06T14:58:02Z,2025-08-21T20:56:16Z,Python,162,39192,33029,32477
fffaraz/awesome-cpp,65795,2014-07-17T08:51:11Z,2025-08-14T07:15:26Z,N/A,0,800,583,237
Eugeny/tabby,65643,2016-12-23T09:06:10Z,2025-08-20T20:00:39Z,TypeScript,200,1489,5723,3417
leonardomso/33-js-concepts,65527,2018-09-04T13:27:04Z,2025-08-18T10:06:29Z,JavaScript,0,252,103,81
webpack/webpack,65493,2012-03-10T10:08:14Z,2025-08-21T23:12:52Z,JavaScript,438,5108,10089,9970
astral-sh/uv,65468,2023-10-02T20:24:11Z,2025-08-21T23:23:09Z,Rust,209,7201,7371,5451
nektos/act,65253,2019-01-02T19:53:43Z,2025-08-21T23:39:01Z,Go,88,1049,1281,1062
modelcontextprotocol/servers,65208,2024-11-19T01:10:17Z,2025-08-22T00:46:42Z,TypeScript,19,868,633,457
danielmiessler/SecLists,65081,2012-02-19T01:30:18Z,2025-08-21T14:04:00Z,PHP,28,681,298,291
AppFlowy-IO/AppFlowy,65012,2021-06-16T12:56:48Z,2025-08-20T02:52:32Z,Dart,111,3886,3620,2645
xtekky/gpt4free,64993,2023-03-29T17:00:43Z,2025-08-21T22:09:47Z,Python,331,817,1862,1857
lydiahallie/javascript-questions,64783,2019-06-12T08:26:27Z,2024-08-04T16:08:40Z,N/A,0,328,250,233
lobehub/lobe-chat,64709,2023-05-21T07:19:12Z,2025-08-22T00:30:55Z,TypeScript,1000,2509,4333,3440
binhnguyennus/awesome-scalability,64660,2017-12-27T03:46:40Z,2025-07-26T06:03:03Z,N/A,0,36,0,0
Stirling-Tools/Stirling-PDF,64506,2023-01-27T18:22:42Z,2025-08-21T18:12:17Z,Java,135,2217,1393,1077
apache/echarts,64425,2013-04-03T03:18:59Z,2025-08-18T06:08:23Z,TypeScript,122,1446,19088,17228
kdn251/interviews,64383,2017-02-14T18:19:25Z,2025-05-12T12:56:04Z,Java,0,42,56,24
zed-industries/zed,64198,2021-02-20T03:01:06Z,2025-08-22T00:41:36Z,Rust,967,16362,14091,11481
awesomedata/awesome-public-datasets,64134,2014-11-20T06:20:50Z,2025-07-23T17:35:09Z,N/A,1,188,118,48
jesseduffield/lazygit,63870,2018-05-19T00:53:06Z,2025-08-20T08:45:36Z,Go,169,1690,2291,1593
kelseyhightower/nocode,63774,2018-02-06T23:54:00Z,2024-08-07T03:19:12Z,Dockerfile,1,1,4863,716
twitter/the-algorithm,63507,2023-03-27T14:57:57Z,2024-07-10T07:07:01Z,Scala,0,2,1010,729
keras-team/keras,63359,2015-03-28T00:35:42Z,2025-08-21T20:34:18Z,Python,80,4241,12528,12295
juliangarnier/anime,63321,2016-03-13T21:37:45Z,2025-08-13T09:42:37Z,JavaScript,22,79,793,718
scikit-learn/scikit-learn,63093,2010-08-17T09:43:38Z,2025-08-21T15:18:33Z,Python,47,13458,11653,10073
infiniflow/ragflow,62842,2023-12-12T06:13:13Z,2025-08-21T13:13:55Z,TypeScript,31,3734,4976,2298
bradtraversy/design-resources-for-developers,62793,2020-05-06T14:40:35Z,2025-07-21T22:28:56Z,N/A,0,949,104,104
TheAlgorithms/Java,62762,2016-07-16T10:21:02Z,2025-08-21T22:02:37Z,Java,0,2018,1108,1100
labmlai/annotated_deep_learning_paper_implementations,62661,2020-08-25T02:29:34Z,2025-08-21T07:04:16Z,Python,0,101,137,113
resume/resume.github.com,62594,2011-02-06T13:39:55Z,2023-02-15T06:38:51Z,JavaScript,0,84,122,66
chrislgarry/Apollo-11,62492,2014-04-03T15:45:02Z,2025-08-07T19:45:50Z,Assembly,0,343,382,326
All-Hands-AI/OpenHands,62386,2024-03-13T03:33:31Z,2025-08-22T00:59:16Z,Python,76,5120,3282,2944
prakhar1989/awesome-courses,62339,2014-11-15T18:36:49Z,2023-05-04T12:49:34Z,N/A,0,194,80,39
socketio/socket.io,62319,2010-03-11T18:24:48Z,2025-08-16T07:10:41Z,TypeScript,75,435,3616,3423
sindresorhus/awesome-nodejs,62301,2014-07-11T13:35:34Z,2025-07-16T17:42:05Z,N/A,0,418,104,102
FuelLabs/sway,62145,2021-01-19T20:54:33Z,2025-08-22T00:32:19Z,Rust,178,3499,3300,2449
facebook/docusaurus,61386,2017-06-20T16:13:53Z,2025-08-20T14:33:46Z,TypeScript,151,5482,3320,3025
reduxjs/redux,61307,2015-05-29T23:53:15Z,2025-07-24T14:32:21Z,TypeScript,78,1720,2062,2024
Shubhamsaboo/awesome-llm-apps,61019,2024-04-29T05:30:25Z,2025-08-18T02:24:57Z,Python,0,132,93,87
dair-ai/Prompt-Engineering-Guide,60947,2022-12-16T16:04:50Z,2025-08-13T20:22:11Z,MDX,0,338,223,71
lodash/lodash,60860,2012-04-07T04:11:46Z,2024-12-12T22:27:04Z,JavaScript,2,581,4312,4228
atom/atom,60578,2012-01-20T18:18:21Z,2023-01-03T10:49:48Z,JavaScript,538,3933,17110,16148
h5bp/Front-end-Developer-Interview-Questions,60513,2012-02-09T23:34:10Z,2025-08-12T14:41:23Z,Nunjucks,0,484,177,143
xingshaocheng/architect-awesome,60397,2018-04-06T13:30:58Z,2024-04-11T11:32:12Z,N/A,0,49,71,22
openinterpreter/open-interpreter,60324,2023-07-14T07:10:44Z,2025-08-06T17:38:07Z,Python,48,369,1025,797
localstack/localstack,60207,2016-10-25T23:48:03Z,2025-08-21T23:28:07Z,Python,94,6233,5997,5758
alacritty/alacritty,60034,2016-02-18T05:02:30Z,2025-08-21T20:59:18Z,Rust,101,1888,6123,5800
prometheus/prometheus,60017,2012-11-24T11:14:12Z,2025-08-21T23:27:20Z,Go,341,7633,6167,5645
adam-p/markdown-here,59999,2012-05-13T03:27:22Z,2025-08-22T00:21:50Z,JavaScript,17,27,629,329
mlabonne/llm-course,59935,2023-06-17T22:16:25Z,2025-06-04T16:09:23Z,N/A,0,1,84,30
rust-lang/rustlings,59695,2015-09-15T02:25:18Z,2025-08-21T22:05:36Z,Rust,46,915,736,689
NationalSecurityAgency/ghidra,59571,2019-03-01T03:27:48Z,2025-08-21T10:45:48Z,Java,45,521,5533,4066
jquery/jquery,59543,2009-04-03T15:20:14Z,2025-08-18T20:30:03Z,JavaScript,11,812,2365,2286
ryanoasis/nerd-fonts,59256,2014-12-05T04:31:17Z,2025-08-03T13:24:02Z,CSS,38,550,1093,1062
shadowsocks/shadowsocks-windows,58985,2013-01-14T07:54:16Z,2025-01-01T08:09:55Z,C#,55,290,2912,2727
tldr-pages/tldr,58940,2013-12-08T07:34:43Z,2025-08-21T23:31:30Z,Markdown,6,14700,1524,1341
angular/angular.js,58757,2010-01-06T00:34:37Z,2024-04-12T17:43:16Z,JavaScript,0,789,9040,8649
spring-projects/spring-framework,58699,2010-12-08T04:04:45Z,2025-08-21T15:40:31Z,Java,341,871,27106,26825
meta-llama/llama,58664,2023-02-14T09:29:12Z,2025-01-26T21:42:26Z,Python,0,53,1096,652
scrapy/scrapy,58015,2010-02-22T02:01:14Z,2025-08-21T08:23:11Z,Python,43,2392,3179,2714
FoundationAgents/MetaGPT,58007,2023-06-30T09:04:55Z,2025-06-30T11:45:55Z,Python,22,660,865,853
nuxt/nuxt,57987,2016-10-26T11:18:47Z,2025-08-21T22:04:37Z,TypeScript,256,6902,16666,15886
youngyangyang04/leetcode-master,57887,2019-12-14T12:05:42Z,2025-08-13T05:58:41Z,Shell,0,2306,272,66
gorhill/uBlock,57828,2015-04-01T17:51:11Z,2025-08-21T15:08:40Z,JavaScript,277,252,3445,3432
FuelLabs/fuel-core,57534,2020-08-27T21:12:14Z,2025-08-20T14:05:03Z,Rust,123,1553,1112,970
rails/rails,57320,2008-04-11T02:19:47Z,2025-08-21T22:35:08Z,Ruby,149,25153,18197,17717
h5bp/html5-boilerplate,57121,2010-01-24T18:03:24Z,2025-08-01T07:44:25Z,JavaScript,34,790,1354,1346
Solido/awesome-flutter,56921,2017-05-07T11:45:27Z,2025-07-20T21:50:22Z,Dart,0,444,0,0
hiyouga/LLaMA-Factory,56559,2023-05-28T10:09:12Z,2025-08-20T15:52:51Z,Python,34,691,7332,6738
nocodb/nocodb,56552,2017-10-29T18:51:48Z,2025-08-21T22:01:38Z,TypeScript,174,5290,4234,3608
zylon-ai/private-gpt,56498,2023-05-02T09:15:31Z,2024-11-13T19:30:32Z,Python,10,224,1213,961
scutan90/DeepLearning-500-questions,56468,2018-06-27T06:36:45Z,2024-06-26T12:10:14Z,JavaScript,0,302,191,81
jgraph/drawio-desktop,56402,2017-05-25T20:58:42Z,2025-08-18T22:28:20Z,JavaScript,159,20,1635,1572
soimort/you-get,56349,2012-08-20T15:53:36Z,2025-04-27T15:33:25Z,Python,123,582,0,0
FiloSottile/mkcert,56185,2018-06-25T05:33:03Z,2024-08-13T13:37:46Z,Go,14,52,344,239
traefik/traefik,56164,2015-09-13T19:04:02Z,2025-08-21T14:10:07Z,Go,481,4702,6352,5709
git/git,56141,2008-07-23T14:21:26Z,2025-08-21T21:56:02Z,C,0,3,0,0
PlexPt/awesome-chatgpt-prompts-zh,56008,2022-12-12T01:55:03Z,2025-01-01T08:34:33Z,N/A,0,33,96,58
vllm-project/vllm,55966,2023-02-09T11:23:20Z,2025-08-22T01:12:27Z,Python,73,8707,10330,8493
gatsbyjs/gatsby,55918,2015-05-21T22:43:05Z,2025-08-20T20:40:52Z,JavaScript,149,18184,14119,13904
commaai/openpilot,55863,2016-11-24T01:33:30Z,2025-08-22T00:59:51Z,Python,58,11777,3059,2930
azl397985856/leetcode,55575,2018-03-30T09:13:51Z,2025-07-16T09:42:17Z,JavaScript,40,257,257,248
topjohnwu/Magisk,55424,2016-09-08T12:42:53Z,2025-08-21T19:21:24Z,Kotlin,151,1617,6262,6225
remix-run/react-router,55396,2014-05-16T22:22:51Z,2025-08-21T22:41:00Z,TypeScript,310,3191,8144,8045
ageitgey/face_recognition,55289,2017-03-03T21:52:39Z,2024-08-21T06:22:36Z,Python,2,94,1370,595
ultralytics/yolov5,55062,2020-05-18T03:45:11Z,2025-08-18T06:55:17Z,Python,10,2206,9431,9174
CorentinJ/Real-Time-Voice-Cloning,54891,2019-05-26T08:56:15Z,2025-05-30T11:41:05Z,Python,0,48,1101,896
AntonOsika/gpt-engineer,54753,2023-04-29T12:52:15Z,2025-05-14T10:15:10Z,Python,20,350,501,470
minio/minio,54733,2015-01-14T19:23:58Z,2025-08-21T04:25:07Z,Go,519,9854,7810,7774
BurntSushi/ripgrep,54666,2016-03-11T02:02:33Z,2025-08-20T11:08:10Z,Rust,72,516,1711,1579
toeverything/AFFiNE,54448,2022-07-31T18:45:21Z,2025-08-21T09:47:19Z,TypeScript,572,8710,3012,2733
deepfakes/faceswap,54427,2017-12-19T09:44:13Z,2025-07-11T17:20:12Z,Python,4,357,881,847
pmndrs/zustand,54262,2019-04-09T09:10:06Z,2025-08-19T23:17:08Z,TypeScript,98,808,690,688
ElemeFE/element,54241,2016-09-03T06:19:26Z,2024-08-20T07:40:13Z,Vue,145,3231,17863,15250
sharkdp/bat,54052,2018-04-21T10:52:23Z,2025-08-20T05:04:30Z,Rust,41,1465,1518,1190
lencx/ChatGPT,54038,2022-12-07T09:43:02Z,2024-08-29T17:58:11Z,Rust,34,123,1199,361
golang-standards/project-layout,53549,2017-09-09T16:33:26Z,2025-01-14T03:24:13Z,Makefile,0,90,112,44
wasabeef/awesome-android-ui,53442,2014-12-24T01:45:03Z,2024-07-06T09:06:23Z,N/A,0,90,114,94
Textualize/rich,53406,2019-11-10T15:28:09Z,2025-08-13T10:52:09Z,Python,170,836,1430,1223
necolas/normalize.css,53358,2011-05-04T10:20:25Z,2024-06-12T20:36:06Z,CSS,0,56,517,461
Z4nzu/hackingtool,53328,2020-04-11T09:21:31Z,2025-03-03T15:17:19Z,Python,0,56,373,321
psf/requests,53193,2011-02-13T18:38:17Z,2025-08-18T20:33:27Z,Python,14,1591,4061,3860
maybe-finance/maybe,53144,2024-01-01T22:23:46Z,2025-07-24T22:20:44Z,Ruby,28,1073,0,0
pi-hole/pi-hole,53018,2014-06-08T15:02:55Z,2025-08-20T16:43:27Z,Shell,118,2106,3082,3043
withastro/astro,52958,2021-03-15T17:19:47Z,2025-08-21T19:44:36Z,TypeScript,1000,7323,5566,5415
PaddlePaddle/PaddleOCR,52879,2020-05-08T10:38:16Z,2025-08-21T11:11:07Z,Python,24,2959,9889,9758
meilisearch/meilisearch,52867,2018-04-23T11:45:28Z,2025-08-21T15:58:12Z,Rust,266,2148,2308,2097
FFmpeg/FFmpeg,52416,2011-04-14T14:12:38Z,2025-08-22T00:00:47Z,C,0,16,0,0
appwrite/appwrite,52380,2019-04-08T16:36:25Z,2025-08-21T18:04:31Z,TypeScript,112,3842,4089,3462
rclone/rclone,52180,2014-03-16T16:19:57Z,2025-08-21T23:35:50Z,Go,114,2117,5791,4816
rust-unofficial/awesome-rust,52161,2014-07-17T10:45:10Z,2025-08-17T08:06:05Z,Rust,0,1568,142,132
tiimgreen/github-cheat-sheet,52110,2014-04-12T16:38:42Z,2024-04-15T20:15:56Z,N/A,0,129,71,48
ionic-team/ionic-framework,51992,2013-08-20T23:06:02Z,2025-08-21T20:44:02Z,TypeScript,914,6303,22058,21482
google/material-design-icons,51988,2014-10-08T18:01:28Z,2025-08-15T03:42:17Z,N/A,16,50,1530,1159
wagoodman/dive,51777,2018-05-13T15:44:01Z,2025-08-21T14:42:08Z,Go,28,164,359,202
mozilla/pdf.js,51649,2011-04-26T06:32:03Z,2025-08-20T15:04:08Z,JavaScript,76,8090,10277,9873
facebookresearch/segment-anything,51603,2023-03-23T17:03:03Z,2024-09-18T17:46:55Z,Jupyter Notebook,0,15,703,178
vuejs/core,51363,2018-06-12T13:49:36Z,2025-08-21T14:13:02Z,TypeScript,246,3234,5774,5104
unclecode/crawl4ai,51358,2024-05-09T09:48:50Z,2025-08-21T13:44:07Z,Python,8,89,793,646
sickcodes/Docker-OSX,51227,2020-06-04T11:01:37Z,2025-06-06T10:08:10Z,Shell,0,107,667,281
Semantic-Org/Semantic-UI,51195,2013-04-08T23:32:04Z,2024-11-27T21:01:48Z,JavaScript,154,355,6235,5268
JetBrains/kotlin,51131,2012-02-13T17:29:58Z,2025-08-22T00:00:44Z,Kotlin,266,2064,0,0
ngosang/trackerslist,51073,2016-04-24T11:57:57Z,2025-08-21T22:10:39Z,N/A,0,1,485,479
google/guava,51029,2014-05-29T16:23:17Z,2025-08-13T20:49:53Z,Java,56,1013,3620,2992
marktext/marktext,50997,2017-11-12T16:05:25Z,2024-08-18T21:21:46Z,JavaScript,36,939,2913,1637
OpenBB-finance/OpenBB,50921,2020-12-20T10:46:38Z,2025-08-20T03:18:48Z,Python,46,4114,2245,2208
laurent22/joplin,50919,2017-01-16T21:49:41Z,2025-08-21T22:45:39Z,TypeScript,385,4403,7246,6699
prettier/prettier,50857,2016-11-29T17:13:37Z,2025-08-19T14:29:20Z,JavaScript,127,8872,6956,5736
starship/starship,50679,2019-04-02T03:23:12Z,2025-08-21T09:14:32Z,Rust,135,2900,2509,1774
romkatv/powerlevel10k,50607,2019-02-24T19:09:45Z,2025-04-29T13:00:59Z,Shell,33,167,2572,2466
firecrawl/firecrawl,50593,2024-04-15T21:02:29Z,2025-08-21T16:18:52Z,TypeScript,23,812,679,532
jekyll/jekyll,50498,2008-10-20T06:29:03Z,2025-07-11T12:07:19Z,Ruby,112,3188,4897,4781
xai-org/grok-1,50413,2024-03-17T08:53:38Z,2024-08-30T04:17:25Z,Python,0,5,0,0
TryGhost/Ghost,50354,2013-05-04T11:09:13Z,2025-08-22T00:05:37Z,JavaScript,902,14275,7131,7066
go-gitea/gitea,50254,2016-11-01T02:13:26Z,2025-08-21T17:14:36Z,Go,216,17775,14892,12300
DefinitelyTyped/DefinitelyTyped,50224,2012-10-05T16:39:45Z,2025-08-21T19:20:52Z,TypeScript,1,52111,8088,7521
RVC-Boss/GPT-SoVITS,50218,2024-01-14T18:05:21Z,2025-08-02T09:47:15Z,Python,4,338,1892,1178
WerWolv/ImHex,50195,2020-11-10T14:27:00Z,2025-08-22T00:09:51Z,C++,80,671,1417,1182
etcd-io/etcd,50119,2013-07-06T21:57:21Z,2025-08-21T15:37:42Z,Go,259,9790,7001,6821
pocketbase/pocketbase,49998,2022-07-05T06:06:21Z,2025-08-16T18:30:51Z,Go,220,53,1838,1820
firstcontributions/first-contributions,49977,2016-09-20T14:35:09Z,2025-08-21T23:52:23Z,N/A,0,86099,933,909
chinese-poetry/chinese-poetry,49955,2016-09-02T03:32:25Z,2025-04-02T09:42:19Z,JavaScript,1,137,211,92
jgthms/bulma,49906,2016-01-23T23:48:34Z,2025-06-27T16:28:35Z,CSS,22,642,2724,2394
vsouza/awesome-ios,49682,2014-07-10T16:03:45Z,2025-02-04T14:00:13Z,Swift,0,2233,488,486
ethereum/go-ethereum,49591,2013-12-26T13:05:46Z,2025-08-21T21:48:46Z,Go,219,8248,8482,8280
cline/cline,49544,2024-07-06T07:28:10Z,2025-08-22T00:27:04Z,TypeScript,146,1656,2229,1745
poteto/hiring-without-whiteboards,49152,2017-03-15T05:09:01Z,2025-07-31T15:11:49Z,JavaScript,0,1300,0,0
FoundationAgents/OpenManus,49144,2025-03-06T14:08:14Z,2025-08-18T13:56:34Z,Python,3,106,705,312
microsoft/autogen,48955,2023-08-18T11:43:45Z,2025-08-20T06:43:11Z,Python,97,2499,2856,2462
agalwood/Motrix,48933,2018-12-18T11:45:05Z,2024-07-11T12:09:20Z,JavaScript,21,192,1340,593
mastodon/mastodon,48885,2016-02-22T15:01:25Z,2025-08-22T00:05:34Z,Ruby,289,17707,12251,8226
cypress-io/cypress,48832,2015-03-04T00:46:28Z,2025-08-22T00:45:38Z,TypeScript,373,7366,15087,13778
justjavac/awesome-wechat-weapp,48745,2016-09-22T20:04:48Z,2025-02-20T04:45:43Z,N/A,0,277,0,0
Asabeneh/30-Days-Of-Python,48673,2019-11-19T17:24:16Z,2025-06-04T21:49:56Z,Python,0,61,135,79
NARKOZ/hacker-scripts,48646,2015-11-21T19:05:09Z,2023-10-23T21:01:40Z,JavaScript,0,63,88,53
AlistGo/alist,48297,2020-12-23T17:40:29Z,2025-08-19T08:34:42Z,Go,137,860,4346,3797
ReactiveX/RxJava,48251,2013-01-08T20:11:48Z,2025-08-21T05:05:18Z,Java,241,3328,3171,3159
PowerShell/PowerShell,48234,2016-01-13T23:41:35Z,2025-08-21T21:44:35Z,C#,186,7549,13018,11914
dani-garcia/vaultwarden,48210,2018-02-17T22:40:20Z,2025-08-20T21:50:52Z,Rust,73,993,2364,2353
Mintplex-Labs/anything-llm,48183,2023-06-04T02:29:14Z,2025-08-20T17:51:17Z,JavaScript,20,1072,2750,2492
iamkun/dayjs,48149,2018-04-10T09:26:44Z,2025-08-20T04:48:02Z,JavaScript,119,694,1771,849
moment/moment,48090,2011-03-01T02:46:06Z,2024-08-14T17:12:19Z,JavaScript,0,714,4154,3911
Avik-Jain/100-Days-Of-ML-Code,48014,2018-07-05T09:11:43Z,2023-12-29T07:57:53Z,N/A,0,6,0,0
charlax/professional-programming,47948,2015-11-07T05:07:52Z,2025-08-10T22:03:37Z,Python,0,39,29,29
algorithm-visualizer/algorithm-visualizer,47650,2016-05-15T00:27:45Z,2024-06-09T06:54:22Z,JavaScript,0,183,118,76
JuliaLang/julia,47526,2011-04-21T07:01:50Z,2025-08-21T22:04:52Z,Julia,181,25817,25362,21384
TapXWorld/ChinaTextbook,47502,2020-01-05T04:11:06Z,2025-05-18T04:38:09Z,Roff,0,1,112,53
minimaxir/big-list-of-naughty-strings,47385,2015-08-08T20:57:20Z,2024-04-18T03:26:59Z,Python,0,90,101,32
huginn/huginn,47101,2013-03-10T06:00:31Z,2025-08-19T22:39:18Z,Ruby,1,1043,2170,1569
nlohmann/json,46916,2013-07-04T08:47:49Z,2025-08-21T20:07:36Z,C++,45,900,2339,2298
LadybirdBrowser/ladybird,46885,2024-05-30T09:18:10Z,2025-08-21T16:51:48Z,C++,0,4234,1134,634
serverless/serverless,46838,2015-04-21T03:48:40Z,2025-08-21T21:50:45Z,JavaScript,454,4717,6518,5385
gogs/gogs,46799,2014-02-12T01:57:08Z,2025-08-04T01:57:30Z,Go,84,1766,5158,4223
karan/Projects,46755,2013-07-04T13:37:27Z,2024-08-14T19:06:05Z,N/A,0,19,83,35
kamranahmedse/design-patterns-for-humans,46745,2017-02-16T21:24:39Z,2024-12-02T04:54:48Z,N/A,0,50,52,47
x64dbg/x64dbg,46728,2015-04-11T20:48:23Z,2025-08-21T15:51:18Z,C++,4,744,2630,2024
square/okhttp,46603,2012-07-23T13:42:55Z,2025-08-21T16:00:31Z,Kotlin,0,3764,4182,4132
typescript-cheatsheets/react,46556,2018-06-02T04:08:16Z,2025-08-20T06:49:37Z,JavaScript,0,370,222,220
pandas-dev/pandas,46362,2010-08-24T01:37:33Z,2025-08-21T20:35:56Z,Python,112,26920,27669,24083
